fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
7.133894881475876,0.46280384747398307,0.37836743387322597,1.7970717966319774,0.07922182068003786,23.0,148.02928203368023,0.9942190933699451,3.187950257642384,0.5436823084843898,10.626353830312203,5.5146410168401125,0.0
12.377566101641058,0.2824486779671788,0.5473460339015365,2.2632698304923173,0.08016349152461588,12.0,28.755132203282116,0.9995041057626257,3.11,1.3122507796400131,9.836730169507684,6.877566101641059,0.0
7.862592774013695,0.5022147458747958,0.16679267604629988,2.254962890394522,0.08932815431646564,16.54962890394522,29.0,0.9962824443355918,3.240229589716987,0.520229589716987,10.145037109605477,6.0,0.0
7.665936954674505,0.7298451679757932,0.19676988801613787,7.153977603227572,0.08527442553867612,30.292044793544854,78.03096640484137,0.9980488520942571,3.241548320242068,0.5432301119838622,9.264602239677242,5.0,0.0
7.198539078540831,0.6201607013605086,0.06002921842918338,2.6991234471244985,0.07703506211502006,15.005843685836677,84.99123447124498,0.9974551497407556,3.5095325051330657,0.54,9.501753105751003,5.0,0.0
13.77371719521088,0.4922239296360026,0.666360842413814,3.0262828047891217,0.09314152279501835,5.979782457854522,14.979782457854522,0.9986485221011492,3.02465003469346,0.9261586669923592,11.997978245785452,6.0,0.0
8.309479383781477,0.46561340180205807,0.36592938126144064,3.6315979459382577,0.0837193299098971,11.31226803604116,46.34386598197942,0.9987063195891877,3.412806700901029,0.6715798972969129,10.631226803604116,6.34386598197942,0.0
6.751930579580687,0.5620704963217921,0.11312256163627672,1.9870173551048282,0.07651930579580687,14.870173551048282,35.87017355104828,0.9972870173551048,3.5918242971467595,0.6283156195943455,9.748069420419313,5.0,0.0
7.58080269837252,0.5467663696047549,0.31010224037199535,3.0959865081373983,0.0768686099767503,30.37372199535006,130.37372199535005,0.9965581901225109,3.2757591904882437,0.5826278004649942,10.087883401394983,5.0,0.0
7.272090854061991,0.6825591156721037,0.045348475676998644,3.49766646489397,0.10337181102805894,6.0930304864600275,20.0,0.997172090854062,3.407442438916802,0.6234878659477981,10.053484756769986,5.0,0.0
7.2058728318204786,0.39381734068331103,0.3144208097705455,1.8176184954614354,0.0653817340683311,34.0,60.02936415910239,0.9970853826640695,3.459119075226928,0.7744208097705455,9.926427743192153,5.029364159102393,0.0
7.577041553778514,0.4581325203198675,0.2735408310755703,2.2770415537785142,0.09277611111475721,14.0,25.177041553778515,0.9941420214995922,3.326984598008793,0.6565562330667771,12.0,6.0,0.0
6.567802358146945,0.3225851768610209,0.13824317796724672,1.5258517686102087,0.06516098820926527,15.0,28.0,0.9946130728242452,3.3801469399401003,0.7062925884305103,10.272678831988786,7.0,0.0
6.8,0.6582248827194375,0.06209728737809026,1.7379027126219098,0.0641370813786573,34.0,52.6209728737809,0.9964822488271944,3.4895956965060106,0.673790271262191,9.775805425243819,5.0,0.0
10.107962783007148,0.38371596540333575,0.4986728694988087,2.3893829559904693,0.10336297735942815,6.0,13.0,0.9964647708191312,3.22,0.6529196871026209,11.594691477995234,6.973457389976173,0.0
6.105260752791654,0.8543687096650014,0.05389448029777652,2.0326318996277792,0.060873589609805094,16.326318996277795,77.6631594981389,0.9945176791758439,3.5418953942369478,0.6996843548325007,10.692634946091683,5.0,0.0
6.140702043743337,0.3451755109358342,0.30819264969516247,2.6150856937966416,0.08669828612406717,18.703510218716684,42.0,0.9948638759053422,3.516631839369003,0.5966840803154984,11.492457153101679,6.0,0.0
7.393670399509608,0.6988655999717082,0.24572544002640573,1.7918207999622775,0.3377525758973949,15.0,63.08179200037723,0.9964408960001886,3.0376243201735234,1.5245663996982204,9.483641599924555,5.0,0.0
7.82247608827673,0.5666775466404312,0.3055700621872417,2.0664490671913747,0.0795537422265948,10.221496890637916,78.88925155468104,0.996729023075232,3.301074844531896,0.6922149689063791,9.666122667978437,5.889251554681042,0.0
7.279791205057316,0.5789023095219152,0.1035540651126095,2.375958241011463,0.07439373615171947,34.24041758988537,61.480835179770736,0.9958137270495455,3.4636584625839517,0.63567934207822,10.58362416910317,5.759582410114632,0.0
6.715514763351393,0.4764196699958322,0.024177051671529115,2.1844852366486065,0.07963003256623599,36.0,110.97613113330554,0.9951782989795949,3.0974937689970825,0.5289259009987497,9.735803300041677,5.011934433347226,0.0
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6.0,0.0
7.656167543094498,0.3857331330069719,0.3507835461800924,1.743832456905502,0.06087664913811004,5.651667918706426,35.34833208129358,0.9946705974458389,3.303933283251743,0.6298836213024779,10.442668669930281,5.651667918706426,0.0
7.174375682002907,0.4483509742724926,0.22635993765239845,2.5,0.07687649259470201,21.31406079499273,37.0,0.9956396851129898,3.3845466874492005,0.7071878410014536,11.628908807510902,6.685939205007268,0.0
7.076296594353495,0.32935845190667623,0.22370340564650498,1.64740681129301,0.065,15.745678018821684,20.254321981178318,0.996180837399902,3.5540491641407703,0.7309873065875891,10.0,6.254321981178316,0.0
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6.0,0.0
11.451928765580679,0.3584124660233813,0.4875964382790339,3.221884244068602,0.07180267129072458,9.879821913951695,36.63946574185508,0.999946676427018,3.3103857531161354,0.8931750679532373,11.132195894653135,6.120178086048305,0.0
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6.0,0.0
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7.0,0.0
9.320939754112178,0.6686232347803799,0.12694148126167604,2.6774113583177654,0.07925886416822348,6.112943208411173,31.0,0.998309645433271,3.199035456672894,0.6887056791588826,10.00964543327106,6.0,0.0
6.534871787132732,0.4652307680699099,0.14958974146150145,2.417435893566366,0.11112307756154957,9.087179467831831,37.0,0.997279025650119,3.642564106433634,0.6369230798252253,9.904615361398198,5.0,0.0
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5.0,0.0
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6.0,0.0
6.981071974855574,0.6367503823989018,0.019053598742778705,2.1,0.06675712100577703,8.09464012572213,25.0,0.997067503823989,3.456750382398902,0.6595895861705657,9.5,6.0,0.0
7.304131479709294,0.5721901390218029,0.07685916586918254,2.2739671300726765,0.07543802780436058,7.0,28.0,0.9958674366634768,3.3317769910508734,0.5278098609781972,9.921901390218029,5.0,0.0
8.86611770745979,0.38043697910427066,0.4,1.5103864597060455,0.04801646877620632,24.808739582085412,49.617479164170824,0.994925357917615,3.2267764585080423,0.8357378125374376,10.91912604179146,6.0,0.0
7.315866774355291,0.503862225811843,0.11820438701051185,1.9455109675262796,0.07602089355539592,12.3862225811843,31.0,0.9967487236439591,3.458204387010512,0.6504799353868258,9.94760032306587,6.0,0.0
6.7257978182407365,0.49386967273611043,0.2020944000162025,2.512898909120368,0.09537167999513926,9.56449454560184,37.0,0.9970546875635672,3.547101090879632,0.5653258181597239,10.47739345472221,5.0,0.0
8.985399353844672,0.4257724973076861,0.296179978461489,3.207300323077664,0.09880475242308248,28.0,89.42275026923139,0.9981632598492304,3.190407481153803,0.6334974703845474,9.619524757691751,5.0,0.0
9.190921565539451,0.8194007141174702,0.21809105973416276,2.1357377889953346,0.07952386175332296,13.0,28.0,0.9969078359899042,3.266239714353012,0.6304772350664594,10.052386175332297,5.0,0.0
7.5,0.38969020594981046,0.5176728878710235,2.280619588100379,0.0974726187641668,5.193804118996209,12.0,0.9958368154691042,3.3755043295196967,0.5829467002293556,11.41938041189962,6.193804118996209,0.0
8.828111059047396,0.373749493056269,0.4021868663203362,2.321868663203362,0.09706201840345552,5.843737326406725,10.0,0.9957509140538525,3.1518767743030587,0.573749493056269,11.790616128484707,7.0,0.0
12.949205025085595,0.5068263568129435,0.5331757286772442,4.680962311858037,0.08449205025085596,6.253974874572025,45.73012562713988,1.002125397487457,3.2415857788484344,0.6926987437286013,12.014267838655533,6.253974874572025,0.0
8.703111559991735,0.7539539620293381,0.23306855196529022,2.296888440008264,0.06490235239760338,9.0,42.0,0.9963715658798099,3.1136908639636376,0.5534227159909094,9.434227159909094,5.0,0.0
7.382493685384659,0.6595151057747441,0.40704031493403436,2.021788420549432,0.0994005051692273,3.260705264835227,8.739294735164773,0.9971926070526483,3.337821157945057,0.5074307364395455,9.987153682197729,4.0,0.0
7.238246844132506,0.6812779695810479,0.3765859315639436,2.0106343726255775,0.09055224943013859,9.319031178767323,91.78731254748845,0.9964063437262557,3.2714925018995378,0.6093656273744226,9.378731254748846,5.0,0.0
8.453588452525736,0.5239234642422793,0.22889517531677805,2.909395465196858,0.09766855259503342,33.314919588612966,88.31491958861297,0.9977292778541054,3.2057459794306484,0.49795562879709226,9.231491958861296,5.0,0.0
9.194656012225913,0.6695801152463219,0.10034354207119126,2.9954194390507833,0.09104962274361651,12.0,47.99618286587565,0.9988705335073716,3.3095419439050784,0.5414886823084955,9.5,5.996182865875653,0.0
8.072667792960647,0.4168494086956598,0.2854337275362268,2.209001689440972,0.08491325449275464,11.31833051759838,47.0,0.9961205155122154,3.2445335585921296,0.8481996621118056,10.52250422360243,5.68166948240162,0.0
10.116713201147121,0.34100318418699577,0.4432867988528779,1.8,0.05050139603441366,5.0,13.167132011471221,0.997533705609177,3.061727161491259,0.7281611557556482,10.166573597705755,6.0,0.0
7.227641204845829,0.5920810650660824,0.13204916625550153,2.4689435180616686,0.08689754168722492,10.655282409691658,37.0,0.9975380465301763,3.44034152770925,0.6703734265198311,10.148132867400843,5.655282409691658,0.0
7.900825738283216,0.5711973205106633,0.3092568355451055,2.002477214849648,0.07896697046867135,10.024772148496483,79.01651476566433,0.9967709083121116,3.289587130858392,0.6887613925751758,9.5,6.0,0.0
7.963664564194992,1.1247701375763877,0.21726708716100163,1.8781987385169951,0.08278198738516995,14.072670871610017,41.072670871610015,0.9955002237615929,3.3378198738516995,0.48235404817370275,10.390993692584976,5.0,0.0
7.907506385658247,0.8130428373706786,0.26460453916339777,1.984584397609708,0.07976876596414562,11.0,63.15415602390292,0.9965647052469319,3.309269502987865,0.48770780119514606,9.76146099402427,4.0770780119514605,0.0
7.831923981466665,0.2695771944399995,0.44915438887999903,2.0638479629333304,0.07898099536666625,21.680760185333348,59.34038009266668,0.9971263847962933,3.3440380092666677,0.6836152037066671,10.78076018533335,6.0,0.0
8.799579771377013,0.45405042743475843,0.3293109211401074,2.419831908550805,0.0790647055997594,25.732773028502685,86.26722697149732,0.9983552772067685,3.3693109211401073,0.6079747862826208,9.540084045724598,5.866386514251342,0.0
6.956894026241733,0.640816376897777,0.01724238950330655,1.8784470131208668,0.06850870908153933,40.0,63.21552986879133,0.9973374670424546,3.496545662980161,0.7410304419867738,9.8353410393626,5.0,0.0
10.4,0.3032453383916417,0.47279244360139305,1.9720755639860694,0.07969435715735321,6.0,10.0,0.9970237733080418,3.254320657814627,0.7907168796153236,11.224340037937313,6.360377819930347,0.0
9.66708161746827,0.35342527033134896,0.3608184861444457,1.5342527033134898,0.05923309731928564,30.93149459337302,47.0,0.996676423403915,3.2668505406626975,0.7967081617468269,10.517793512047625,6.931494593373021,0.0
8.160529179615223,0.6368427300978665,0.1873679524266001,2.323684470874111,0.07718422354370555,23.710534126223333,94.47368941748222,0.9971631612271886,3.2455267063111664,0.5681577645629444,9.618422354370555,5.763155291258889,0.0
9.667475708483506,0.5694120782691067,0.3722491902827835,1.840830634275945,0.07175080971721647,6.0,17.0,0.9972686515519453,3.2291693657240548,0.6475080971721646,10.473354925792439,5.591693657240549,0.0
8.587023352979095,0.35333522804904827,0.5122196959346023,1.9759248733060844,0.10209220312325118,26.240751266939156,85.0,0.9970903699493224,3.2961126900408733,0.5420375633469579,9.53147411314259,5.0,0.0
10.928917646695961,0.4169898035828974,0.47771137245225637,1.8481960778266024,0.11472266670779102,6.0,13.903607844346794,0.9983735058801757,3.287469019765083,0.7461443137738718,9.771082353304038,6.0,0.0
9.32327631471013,0.641679608663094,0.2935355238332964,2.1931052588405158,0.07395697350072192,5.232763147101289,20.0,0.9968606947247535,3.1269828944130387,0.5690513167608839,10.039657888260773,5.0,0.0
8.849614839441937,0.46533128546119124,0.3269645557524068,2.0540831757280387,0.0725115548167419,8.0,17.0,0.9976591063327428,3.3219260396966,0.7234822778762033,10.596301984830024,6.192603969660048,0.0
9.040906109921746,0.39422849493208384,0.3146815498929572,2.129546945039127,0.06370453054960873,4.059093890078254,15.0,0.995833276423697,3.3041365723054774,0.7858174663812193,11.205909389007825,5.940906109921746,0.0
6.542766268367406,0.5793342574277283,0.13482710822703708,1.759538955272099,0.07578616865816297,25.797694776360494,34.797694776360494,0.9933686049027126,3.314942369409012,0.7926887948086667,11.40781003754247,5.898847388180247,0.0
8.044462016708877,0.5932380276998046,0.18461572622062633,2.3031532654249354,0.07295230564267624,46.952305642676244,89.3015370951175,0.995871245491132,3.3625384273779373,0.6688924033417754,11.149231452441253,5.698462904882505,0.0
7.9377319827584945,0.5337731982758495,0.2387422672413835,2.1760825862063076,0.07275463965516989,14.874226724138351,104.87422672413835,0.9962012372413787,3.2712577327586163,0.5500618620689319,9.4,5.874226724138351,0.0
7.20020723951224,0.3899905800221709,0.43999246401773673,2.5999623200886837,0.06599981160044342,22.000376799113162,48.0,0.994940113039734,3.300007535982263,0.8400037679911316,11.49990580022171,6.0,0.0
7.416908107035599,0.6780194608537209,0.0033816214071198504,2.0183567492491945,0.07616908107035598,11.0,34.16908107035599,0.9974229492131061,3.484637839446601,0.5701448642213596,9.63671349849839,5.169081070355992,0.0
8.744096245029404,0.4254336857602911,0.4793312796345561,4.2728315711985445,0.08307106817838136,3.0,9.610240612573508,0.9964524342688883,3.2762590958625037,0.6172831571198545,11.905120306286754,7.0,0.0
7.9,0.3,0.68,8.3,0.05,37.5,282.1745319371219,0.99316,3.01,0.51,12.3,7.0,0.0
7.563961770245894,0.45575181104781815,0.09279235404917871,1.8360382297541062,0.0947326961707649,18.546539234152977,26.77326961707649,0.9963839858160669,3.225751811047818,0.49906921531694043,9.422673038292352,5.0,0.0
7.090805969933601,0.46565492541195197,0.11632238797344002,1.61448358196016,0.0777493731425232,18.6183880601328,48.2367761202656,0.9957236776120266,3.3576322387973443,0.718942089621248,9.84345074588048,5.0,0.0
5.387115128799975,0.7879702201199069,0.08386546136000765,1.3288487120002548,0.04625769742400051,13.386546136000764,92.48460515199898,0.9923252677470398,3.566134538639992,0.8538654613600076,13.077309227200153,7.0,0.0
7.511067209513781,0.5657029967321153,0.08255222585320521,1.9,0.07406380564633012,27.412761129266027,54.58723887073398,0.9959523433224404,3.3347656677559616,0.6341276112926603,10.752343322440385,5.412761129266026,0.0
7.952565038998223,0.6526238972272049,0.05790582683362944,1.9592937012522207,0.07182589762075191,8.197645670840735,18.802354329159265,0.9958521436193203,3.3372329606082296,0.8986121255814087,10.658116536672589,6.0,0.0
10.21674394951732,0.47604649684483247,0.41646509558276545,2.552092993689665,0.10079533760207265,34.0,67.0418598737933,0.9971662326113586,3.1916743949517317,0.6529301911655307,10.373022930586314,5.520929936896649,0.0
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6.0,0.0
9.704989170894526,0.3916454870684721,0.4930678704367731,1.9892779792103763,0.07868577616631699,3.0,14.578555958420752,0.9983969631810413,3.2295010829105473,0.78,10.147877254053022,5.421444041579248,0.0
7.019022511263591,0.589456499678183,0.005706753379077274,1.694564996781831,0.05246197527354435,3.027175016090844,8.027175016090844,0.995961411477151,3.403206245977289,0.4719022511263591,10.286412491954579,5.027175016090844,0.0
7.283121705353399,0.6657386201798443,0.003038093036388162,1.9932486821413598,0.08366243410706799,5.932486821413597,23.067513178586402,0.9982000804956921,3.6022359844625633,0.942784139460467,9.88987302321204,5.966243410706798,0.0
8.949018416230853,0.7579401933904533,0.16460888579800415,2.4,0.08185291436519418,7.872546040577131,28.12745395942287,0.9983013711786655,3.2981365101442828,0.625783747709655,10.285291436519419,5.872546040577131,0.0
7.470768832633062,0.37138545147057006,0.3281527313725732,2.4,0.06880005175770196,34.0,60.29231167366938,0.995025232202521,3.366308050630244,0.7739989648459609,11.224612995798372,6.0,0.0
8.197277632289207,1.33,0.0,1.7027223677107914,0.08102722367710792,3.0,12.0,0.9964,3.530272236771079,0.48972776322892086,10.9,5.0,0.0
11.352188284500029,0.33738507671665435,0.6443435146499915,2.2956234309999433,0.11447591353166202,3.0,8.0,0.9967122543932001,3.1895623430999946,0.5595733612166828,11.552078103333145,6.0,0.0
11.990205387462138,0.4029383837613583,0.6118904600201927,2.889520762588343,0.09607056113042675,10.0,22.39863075025241,1.0,3.140979461253786,0.9492259262083528,10.039178450151445,6.699315375126203,0.0
11.728431272399387,0.43123773633494633,0.5380269545249616,3.2518382728502297,0.10467892181900153,32.19730454750383,98.16053909049923,1.0009678921819,3.193578436380031,0.9580269545249616,9.569239908148235,5.160539090499233,0.0
7.22002143741331,0.3890899346630314,0.4392719477304251,2.5963597386521258,0.06598179869326062,22.036402613478746,48.0,0.9949509207840437,3.3007280522695748,0.8403640261347874,11.490899346630314,6.0,0.0
8.251462201098589,0.54281428226655,0.17834789469788825,2.175731100549294,0.0796505885192253,10.864033491760589,65.75731100549294,0.9967378655502747,3.2445613396704234,0.5175731100549295,9.275731100549294,5.0,0.0
7.079592403414663,0.6903266326146393,0.1782858729561057,1.9881630386341347,0.09786125055707451,18.0,101.55918480682932,0.9962151032875123,3.2952652154536537,0.5591429364780528,9.696733673853606,5.0,0.0
7.397409511629375,0.5862823811046328,0.09806999680271092,2.3,0.0797694286627797,23.628238110463283,94.0,0.9972243781040687,3.4236009575575155,0.548588094476836,9.625647622092655,6.0,0.0
8.653267588676155,0.4898027660284665,0.3360788935886134,2.6532675886761554,0.08992478652790022,16.532675886761556,68.53267588676155,0.9975643155743544,3.2786929645295375,0.5599013830142332,9.826140709409243,5.532675886761555,0.0
6.655437625863197,0.6618075236570473,0.062034851995347806,2.0540356423638877,0.07120348519953479,27.635089105909717,51.63508910590972,0.9947141718888711,3.49,0.5637893072908338,11.162106927091662,5.0,0.0
9.885110454419209,0.373949506551219,0.5004542403120422,2.244984220797256,0.20544792863094455,13.100315584054881,36.44984220797256,0.9970666749484235,3.2030094675216465,0.5709715974350607,9.434952662391767,4.4498422079725595,0.0
7.5218443182883306,0.5997580679368394,0.1952910228018315,6.3228261330617475,0.09149509092613291,27.218443182883306,93.12622726846678,0.9988638394304229,3.3297580679368393,0.7263113634233386,9.334467045135009,5.0,0.0
6.936074167953503,0.49120247226511676,0.10961977812093406,2.2759505546976646,0.07363925832046497,12.0,30.120247226511676,0.9961056227573349,3.4320247226511675,0.5968346117116345,10.127851664092994,6.0,0.0
6.641004561319356,0.8673569269265319,0.046150684197903434,2.186331812893548,0.0666834093553226,12.0,20.0,0.996298493158021,3.513598175472257,0.5586331812893548,9.913668187106452,5.0,0.0
8.55266315675064,0.5663615772884281,0.21532631350128004,2.14201052974808,0.17115752442230922,9.7899473512596,66.7366842162468,0.9966499100032606,3.125236316761956,0.6985221016020481,9.34733684324936,5.0,0.0
7.149264079230693,0.36784100593707475,0.4424730455524212,2.0907752871328533,0.0741383706930072,24.0,44.04612356433574,0.9953372325861398,3.4092247128671467,0.8421589940629253,10.967713504964987,6.953876435664267,0.0
8.176112142088677,0.5817926949798464,0.49,2.2328292200806144,0.10114946495742035,19.13434155983877,111.56717077991938,0.9974059609081128,3.248954629807255,0.6623887857911324,9.386565844016124,5.0,0.0
5.05808577648824,0.5140594136428224,0.07689769811305763,1.7986799129164641,0.05513531378809408,18.43234310595296,106.0,0.9928419142235118,3.627986818577291,0.6143234310595296,12.398679912916464,6.71617155297648,0.0
7.3649069616174065,0.4971895250513142,0.16333838646346388,2.2947208848522194,0.07571895250513141,34.0,60.82453480808703,0.9956063652569581,3.435263955757389,0.6233383864634638,10.64208132727833,5.824534808087032,0.0
7.710910952413936,0.45851518254023227,0.2518335039712775,1.9148481745976773,0.08710910952413936,22.925759127011613,53.0,0.9979218219048278,3.4218335039712775,0.7310910952413936,9.207424087298838,5.925759127011614,0.0
6.981081195473188,0.4818918804526811,0.10320945516975542,1.7716217932097833,0.07703716344907337,15.773648505658514,48.773648505658514,0.995755574517361,3.326047275848777,0.7447297011317028,9.613175747170743,5.0,0.0
7.826975385290986,0.5988827697036898,0.09762953765081751,2.2079015411639418,0.09552590753016349,17.0,36.53950770581971,0.9949125323205287,3.2669753852909853,0.5866483091110694,11.334876926454927,6.269753852909854,0.0
8.280834192531556,0.4782919673860446,0.10011917036165086,1.8802383407233016,0.0872274091831797,12.401191703616508,49.0,0.9962299404148192,3.277725908168203,0.5400595851808254,10.34131087397816,5.598808296383491,0.0
8.448406983000666,0.4564568330376748,0.27193473813747504,1.8871017457501664,0.05806449127124917,18.128982542498335,38.0,0.9951619424440502,3.168383865262392,0.8254933169253164,11.08065261862525,6.0,0.0
7.57365632570268,0.523069013570945,0.162455210856756,1.9,0.08438619728581101,12.1227605428378,35.0,0.9968491042171351,3.3701791565729757,0.616317183714866,9.4386197285811,6.877239457162201,0.0
8.582297945499787,0.6082689993609011,0.14786791249778997,2.8140832339783257,0.08580880583348066,17.12273823717382,40.0,0.9979772225580152,3.271589264423927,0.5450904705130473,9.536821471152146,5.12273823717382,0.0
9.338306393411184,0.42096535872099466,0.5237428794573916,2.433040800387577,0.08738306393411184,30.330408003875775,51.669591996124225,0.9969744449585272,3.302338721317763,0.7765204001937888,11.20351039534907,6.669591996124226,0.0
6.055350650640696,0.6143681009113915,0.30212175300486943,6.6085795482765235,0.06380904222956175,29.0,79.34040584334956,0.9951469561748782,3.358081168669913,0.5808487012019478,10.697785710738085,5.340405843349565,0.0
9.705485820824912,0.41857368658552263,0.46208461191346695,2.103291492494948,0.07401097164164983,5.010971641649826,16.010971641649824,0.9964807838210141,3.2694514179175087,0.7387931194185191,12.294514179175088,6.0,0.0
8.086911914203432,0.5636441445566176,0.18392642573897072,2.0747647656813726,0.07648588594088233,13.504704686372552,106.12147148522058,0.9961495295313627,3.2251411405911767,0.5848588594088234,9.549529531362746,5.626176171593138,0.0
7.881210087659164,0.502051538773258,0.19403921780117933,2.1812100876591645,0.08318789912340835,13.062633041136118,57.0,0.9973218151314888,3.337192156439764,0.4646868347943194,9.690711476738477,5.468683479431941,0.0
7.232369563289615,0.6267630436710385,0.001618478164480755,1.9161847816448074,0.09327750022169426,13.838152183551925,38.0,0.9968681489060072,3.387803259809288,0.5913293471513652,9.12947825315846,5.838152183551925,0.0
7.442941932328536,0.36573548308213416,0.5414709661642683,2.2429419323285367,0.09772658018763782,5.0,11.714709661642683,0.9959786774154107,3.3514412898492805,0.5442941932328537,11.086180627806952,6.0,0.0
6.942062628584736,0.6456226109905465,0.038626433405672116,1.6429182593396356,0.07526187885754208,22.858365186792714,31.429182593396355,0.9953500045573864,3.448669214943417,0.5885836518679272,10.557937371415264,5.570817406603643,0.0
10.933888337744168,0.2894554343037168,0.4633888337744167,2.8983349867674986,0.06803330026465002,20.0,48.46444664902333,0.9972374887345683,3.1353555335097667,0.54803330026465,9.8409990079395,5.0,0.0
8.994580423294366,0.2989755238070142,0.500059439148141,8.451818201130703,0.10683146878401686,3.0,8.789160846588732,0.9988328951111345,3.198975523807014,0.5957832169317746,10.921083915341127,5.789160846588731,0.0
7.786674672817609,0.4477382971469176,0.23679711778566076,2.1279951963094343,0.09013445419446525,3.426650654364782,7.426650654364782,0.9947789243664442,3.296797117785661,0.6055990392618869,11.114669869127043,6.426650654364782,0.0
9.195295042084043,0.442000261923812,0.36388224509019507,4.384702338677838,0.07892942563126064,5.682349859719859,13.65882507014007,0.997976709148697,3.2934117492985995,0.554117492985993,11.1776449018039,6.341174929859929,0.0
10.57476927501606,0.7290771000642373,0.36495385500321187,2.7766150748875846,0.08751384349903643,25.495385500321188,70.0,0.9980697231300193,3.1726153624919706,0.5628922324726991,10.051384349903644,5.252307249839406,0.0
8.189887349311343,0.5829439337685764,0.23595493972453702,2.0101126506886575,0.08030337952065973,10.779774698622685,40.22022530137731,0.9977119098794491,3.356966204793403,0.6320225301377315,9.955954939724537,6.0,0.0
6.537212091881233,0.597907433216929,0.0390699703186351,2.1,0.06351162537101707,40.97674925796588,53.02325074203412,0.9955274445993015,3.4813950445220474,0.7688363724356302,10.45581268550853,6.0,0.0
6.695026299637131,0.611132232400211,0.04574605505443039,2.7198948014514768,0.08759684404354431,14.0,31.0,0.9958042862387246,3.396740795127004,0.5894476330326582,10.557460550544304,5.475131498185654,0.0
11.184856145487904,0.354392981814012,0.5032332169735888,1.942428072743952,0.10185815175568544,5.52523975752016,14.47476024247984,0.99843738012124,3.148076722406451,0.7262619878760079,9.515143854512097,6.0,0.0
9.84776691592693,0.5435910245300236,0.438574012859016,2.319587406527401,0.07158762219582203,16.03264567754567,40.0,0.9990650691250261,3.386735432245433,0.6177148025718032,9.403264567754567,5.0,0.0
7.2,0.62,0.06,2.673710301264058,0.07713144849367971,15.262896987359422,84.86855150632029,0.99746,3.51,0.538685515063203,9.526289698735942,5.0,0.0
7.709438349078816,0.45813879867908225,0.30124080088061184,2.8258747574060523,0.07941781795836382,28.870626212969736,58.0,0.9972447514555637,3.3294060680545394,0.6302969659727303,10.455248544436316,5.064686893515131,0.0
9.051406932092828,0.7597594468836595,0.2261845722790947,2.204417551627925,0.078823297934883,11.911648967441504,48.0,0.9976,3.1870680826046796,0.5077912241860376,9.59116489674415,5.0,0.0
7.487429020861364,0.5664801258411818,0.07849148250336364,2.582400629205909,0.08877372237550454,14.025141958277272,27.025141958277274,0.9958948580417227,3.3012570979138633,0.595531230821,10.405028391655454,6.0,0.0
5.161109908773858,0.5498618024550315,0.03361044982562203,1.8527747719346457,0.045222198175477166,14.611099087738582,86.91664863160787,0.9923894493740272,3.553889009122614,0.9216670273678425,13.10369969693136,7.0,0.0
10.686261634349368,0.5489076246537098,0.47355858725764366,4.567117174515287,0.11446509626039339,10.164414127423564,16.91779293628822,0.9998958338642664,3.101238684210477,0.5698648476454139,11.683558587257643,6.0,0.0
7.316120446734319,0.39625263943954026,0.3191067657943514,1.840195539254187,0.0661612044673432,33.82135315887028,59.82135315887028,0.9972168181416858,3.448387955326568,0.7585623790644336,9.891067657943514,5.0,0.0
4.9928866472451086,0.4432216618112771,0.009288664724510856,1.728453411019566,0.0414979346928424,16.928866472451084,42.928866472451084,0.9918000826122862,3.7982423148828532,0.6842680116529348,13.442680116529349,6.535566763774457,0.0
7.782514264890209,0.5396266642371911,0.08612951721523292,1.7687618874085076,0.08005104609194867,9.0,38.86247622518299,0.9961513752377481,3.3224952450365968,0.48687618874085076,9.8,5.862476225182984,0.0
6.077141979705785,0.5930714505073553,0.0397755290063046,2.263673720084061,0.07265918430021015,18.318368600420307,25.340815699789847,0.9936603857683338,3.4918368600420306,0.5704489419873908,11.979797610567415,5.0,0.0
8.097789610416115,0.3697789610416114,0.25615090909709337,2.0153772727427333,0.076461318182282,44.681402597225905,102.65929870138704,0.9966966844156241,3.2386833116841154,0.5816482467534676,9.434070129861295,5.0,0.0
9.980592661910038,0.352941808844291,0.37241056319584714,2.4,0.08312359897287201,5.17058191155709,17.17058191155709,0.996722533395719,3.1751174573467127,0.7318793175474032,10.838814676179926,7.0,0.0
7.610378335965711,0.7775459968411462,0.2172648351759981,2.294810832017144,0.08632540816222874,21.0,67.89621664034289,0.9955985941916743,3.1267459183777127,0.44622700157942696,9.2,5.0,0.0
6.366426166314564,0.8404753887715212,0.0,2.2109507775430424,0.11880391209781246,6.0,12.445246112284789,0.9960131281068818,3.5733573833685437,0.5545246112284788,10.44380311017217,4.554753887715211,0.0
